d3mIndex,Player,Number_seasons,Games_played,At_bats,Runs,Hits,Doubles,Triples,Home_runs,RBIs,Walks,Strikeouts,Batting_average,On_base_pct,Slugging_pct,Fielding_ave,Position,Hall_of_Fame
1008,MICKEY_RIVERS,15,1468,5629,785,1660,247,71,61,499,266,471.0,0.295,0.32899999999999996,0.397,0.982,Outfield,0
1010,DAVE_ROBERTS,10,709,2017,194,483,77,7,49,208,128,361.0,0.239,0.28800000000000003,0.35700000000000004,0.983,Third_base,0
1011,LEON_ROBERTS,11,901,2737,342,731,126,28,78,328,256,428.0,0.267,0.335,0.419,0.982,Outfield,0
1012,BOB_ROBERTSON,11,829,2385,283,578,93,10,115,368,317,546.0,0.242,0.33399999999999996,0.434,0.9940000000000001,First_base,0
1014,BROOKS_ROBINSON,23,2896,10654,1232,2848,482,68,268,1357,860,990.0,0.267,0.325,0.401,0.971,Third_base,1
1015,FRANK_ROBINSON,21,2808,10006,1829,2943,528,72,586,1812,1420,1532.0,0.294,0.392,0.537,0.9840000000000001,Outfield,1
1016,JACKIE_ROBINSON,10,1382,4877,947,1518,273,54,137,734,740,291.0,0.311,0.41,0.474,0.983,Second_base,1
1017,WILBERT_ROBINSON,17,1371,5075,637,1388,212,51,18,622,286,178.0,0.273,0.316,0.34600000000000003,0.941,Catcher,0
1018,EDDIE_ROBINSON,13,1315,4282,546,1146,172,24,172,723,521,359.0,0.268,0.354,0.44,0.99,First_base,0
1019,YANK_ROBINSON,10,978,3428,697,825,148,44,15,219,664,180.0,0.24100000000000002,0.375,0.32299999999999995,0.887,Second_base,0
1020,BILL_ROBINSON,16,1472,4364,536,1127,229,29,166,641,263,820.0,0.258,0.303,0.43799999999999994,0.9790000000000001,Outfield,0
1021,ANDRE_RODGERS,11,854,2521,268,628,112,23,45,245,290,507.0,0.249,0.331,0.365,0.956,Shortstop,0
1022,AURELIO_RODRIGUEZ,17,2017,6611,612,1570,287,46,124,648,324,943.0,0.237,0.276,0.35100000000000003,0.9640000000000001,Third_base,0
1023,GARY_ROENICKE,12,1064,2708,367,670,135,4,121,410,406,428.0,0.247,0.354,0.434,0.988,Outfield,0
1024,BILLY_ROGELL,14,1482,5149,755,1375,256,75,42,609,649,416.0,0.267,0.35100000000000003,0.37,0.956,Shortstop,0
1027,RICH_ROLLINS,10,1002,3303,419,887,125,20,77,399,266,410.0,0.26899999999999996,0.33,0.38799999999999996,0.9470000000000001,Third_base,0
1028,JOHNNY_ROMANO,10,905,2767,355,706,112,10,129,417,414,485.0,0.255,0.358,0.44299999999999995,0.99,Catcher,0
1029,ED_ROMERO,12,730,1912,218,473,79,1,8,155,140,159.0,0.247,0.3,0.302,0.958,Shortstop,0
1030,PHIL_ROOF,15,857,2151,190,463,69,13,43,210,184,504.0,0.215,0.284,0.319,0.986,Catcher,0
1031,BUDDY_ROSAR,13,988,3198,335,836,147,15,18,367,315,161.0,0.261,0.33,0.33399999999999996,0.992,Catcher,0
1032,PETE_ROSE,24,3562,14053,2165,4256,746,135,160,1314,1566,1143.0,0.303,0.377,0.409,0.991,Outfield,0
1033,JOHNNY_ROSEBORO,14,1585,4847,512,1206,190,44,104,548,547,677.0,0.249,0.32899999999999996,0.371,0.9890000000000001,Catcher,0
1034,AL_ROSEN,10,1044,3725,603,1063,165,20,192,717,587,385.0,0.285,0.386,0.495,0.961,Third_base,0
1035,JACK_ROTHROCK,11,1014,3350,498,924,162,35,28,327,299,312.0,0.276,0.336,0.37,0.976,Outfield,0
1036,EDD_ROUSH,18,1967,7363,1099,2376,339,182,68,981,484,260.0,0.32299999999999995,0.369,0.446,0.972,Outfield,2
1037,JACK_ROWE,12,1044,4386,764,1256,202,88,28,644,224,177.0,0.28600000000000003,0.32299999999999995,0.392,0.882,Shortstop,0
1038,JERRY_ROYSTER,16,1428,4208,552,1049,165,33,40,352,411,534.0,0.249,0.318,0.33299999999999996,0.951,Third_base,0
1039,JOE_RUDI,16,1547,5556,684,1468,287,39,179,810,369,870.0,0.264,0.314,0.42700000000000005,0.991,Outfield,0
1040,MUDDY_RUEL,19,1468,4514,494,1242,187,29,4,534,606,238.0,0.275,0.365,0.332,0.982,Catcher,0
1041,PETE_RUNNELS,14,1799,6373,876,1854,282,64,49,630,844,627.0,0.29100000000000004,0.376,0.37799999999999995,0.9940000000000001,First_base,0
1042,JIM_RUSSELL,10,1035,3595,554,959,175,51,67,428,503,427.0,0.267,0.36,0.4,0.981,Outfield,0
1043,BILL_RUSSELL,18,2181,7318,796,1926,293,57,46,627,483,667.0,0.263,0.312,0.33799999999999997,0.96,Shortstop,0
1044,BABE_RUTH,22,2503,8399,2174,2873,506,136,714,2213,2056,1330.0,0.342,0.474,0.69,0.968,Outfield,1
1045,CONNIE_RYAN,12,1184,3982,535,988,181,42,56,381,518,514.0,0.248,0.337,0.35700000000000004,0.97,Second_base,0
1046,JIMMY_RYAN,18,2012,8164,1642,2502,451,157,118,1093,803,361.0,0.306,0.374,0.444,0.9179999999999999,Outfield,0
1047,JACK_RYAN,13,616,2192,245,476,69,29,4,154,85,80.0,0.217,0.248,0.281,0.9470000000000001,Catcher,0
1048,MIKE_RYAN,11,636,1920,146,370,60,12,28,161,152,370.0,0.193,0.253,0.28,0.991,Catcher,0
1049,LENN_SAKATA,11,565,1289,163,296,46,4,25,109,97,158.0,0.23,0.28800000000000003,0.33,0.982,Second_base,0
1051,MANNY_SANGUILLEN,13,1448,5062,566,1500,205,57,65,585,223,331.0,0.29600000000000004,0.32899999999999996,0.39799999999999996,0.986,Catcher,0
1052,RON_SANTO,15,2243,8143,1138,2254,365,67,342,1331,1108,1343.0,0.27699999999999997,0.366,0.46399999999999997,0.9540000000000001,Third_base,0
1057,GERMANY_SCHAEFER,15,1150,3784,497,972,117,48,9,308,333,28.0,0.257,0.319,0.32,0.9540000000000001,Second_base,0
1058,RAY_SCHALK,18,1762,5306,579,1345,199,49,11,594,638,355.0,0.253,0.34,0.316,0.981,Catcher,2
1059,WALLY_SCHANG,19,1842,5307,769,1506,264,90,59,710,849,573.0,0.284,0.39299999999999996,0.401,0.9670000000000001,Catcher,0
1060,MIKE_SCHMIDT,18,2404,8352,1506,2234,408,59,548,1595,1507,1883.0,0.267,0.384,0.527,0.955,Third_base,1
1062,RED_SCHOENDIENST,19,2216,8479,1223,2449,427,78,84,773,606,346.0,0.289,0.33799999999999997,0.387,0.983,Second_base,2
1063,DICK_SCHOFIELD.SR.,19,1321,3083,394,699,113,20,21,211,390,526.0,0.22699999999999998,0.319,0.297,0.961,Shortstop,0
1064,OSSE_SCHRECKENGOST,11,895,3057,304,829,136,31,9,338,102,,0.271,0.297,0.345,0.97,Catcher,0
1065,POP_SCHRIVER,14,800,2727,367,720,117,40,16,375,223,118.0,0.264,0.32899999999999996,0.354,0.934,Catcher,0
1066,FRANK_SCHULTE,15,1806,6533,906,1766,288,124,92,792,545,515.0,0.27,0.332,0.395,0.966,Outfield,0
1067,FRED_SCHULTE,11,1179,4259,686,1241,249,54,47,593,462,361.0,0.29100000000000004,0.36200000000000004,0.408,0.976,Outfield,0
1068,JOE_SCHULTZ,11,703,1959,235,558,83,19,15,249,116,102.0,0.285,0.327,0.37,0.966,Outfield,0
1070,TONY_SCOTT,11,991,2803,331,699,111,28,17,253,186,464.0,0.249,0.3,0.327,0.986,Outfield,0
1071,GEORGE_SCOTT,14,2034,7433,957,1992,306,60,271,1051,699,1418.0,0.268,0.335,0.435,0.99,First_base,0
1072,EVERETT_SCOTT,13,1654,5837,552,1455,208,58,20,551,243,282.0,0.249,0.281,0.315,0.965,Shortstop,0
1073,KIP_SELBACH,13,1610,6158,1064,1803,299,149,44,779,783,76.0,0.293,0.376,0.41100000000000003,0.9440000000000001,Outfield,0
1075,HANK_SEVEREID,15,1390,4312,408,1245,204,42,17,539,331,169.0,0.289,0.342,0.36700000000000005,0.978,Catcher,0
1076,LUKE_SEWELL,20,1630,5383,653,1393,272,56,20,696,486,307.0,0.259,0.32299999999999995,0.341,0.978,Catcher,0
1077,JOE_SEWELL,14,1903,7132,1141,2226,436,68,49,1055,842,114.0,0.312,0.391,0.413,0.951,Shortstop,2
1079,ORATOR_SHAFFER,11,842,3442,584,974,162,52,10,241,227,218.0,0.28300000000000003,0.32799999999999996,0.369,0.865,Outfield,0
1080,HOWIE_SHANKS,14,1665,5699,604,1440,211,96,25,620,415,443.0,0.253,0.308,0.337,0.971,Outfield,0
1081,MERV_SHEA,11,439,1197,105,263,39,7,5,115,189,145.0,0.22,0.327,0.27699999999999997,0.976,Catcher,0
1082,JIMMY_SHECKARD,17,2122,7605,1296,2084,354,136,56,813,1135,233.0,0.27399999999999997,0.375,0.37799999999999995,0.958,Outfield,0
1083,JOHN_SHELBY,11,1036,3090,389,739,128,24,70,313,182,671.0,0.239,0.282,0.364,0.982,Outfield,0
1085,GEORGE_SHOCH,11,706,2536,414,671,89,28,10,323,298,115.0,0.265,0.355,0.33399999999999996,0.912,Outfield,0
1086,BURT_SHOTTON,14,1388,4949,746,1338,154,65,9,290,714,382.0,0.27,0.365,0.33299999999999996,0.9420000000000001,Outfield,0
1087,NORM_SIEBERN,12,1406,4481,662,1217,206,38,132,636,708,748.0,0.272,0.37200000000000005,0.423,0.992,First_base,0
1088,DICK_SIEBERT,11,1035,3917,439,1104,204,40,32,482,276,185.0,0.282,0.332,0.379,0.99,First_base,0
1089,ROY_SIEVERS,17,1887,6387,945,1703,292,42,318,1147,841,920.0,0.267,0.35700000000000004,0.475,0.991,First_base,0
1090,CHARLIE_SILVERA,10,227,482,34,136,15,2,1,52,53,32.0,0.282,0.35600000000000004,0.32799999999999996,0.985,Catcher,0
1091,AL_SIMMONS,20,2215,8759,1507,2927,539,149,307,1827,615,737.0,0.33399999999999996,0.38,0.535,0.982,Outfield,1
1092,TED_SIMMONS,21,2456,8680,1074,2472,483,47,248,1389,855,694.0,0.285,0.35200000000000004,0.43700000000000006,0.987,Catcher,0
1093,DUKE_SIMS,11,843,2422,263,580,80,6,100,310,338,483.0,0.239,0.341,0.401,0.986,Catcher,0
1094,MATT_SINATRO,10,140,252,20,48,6,1,1,21,17,35.0,0.19,0.244,0.23399999999999999,0.996,Catcher,0
1095,KEN_SINGLETON,15,2082,7189,985,2029,317,25,246,1065,1263,1246.0,0.282,0.391,0.436,0.98,Outfield,0
1097,SIBBY_SISTI,13,1016,2999,401,732,121,19,27,260,283,440.0,0.244,0.313,0.324,0.973,Second_base,0
1098,TED_SIZEMORE,12,1411,5011,577,1311,188,21,23,430,469,350.0,0.262,0.327,0.321,0.9790000000000001,Second_base,0
1099,BOB_SKINNER,12,1381,4318,642,1198,197,58,103,531,485,646.0,0.27699999999999997,0.353,0.42100000000000004,0.9690000000000001,Outfield,0
1101,JIMMY_SLAGLE,10,1298,4996,779,1340,124,56,2,344,619,,0.268,0.35200000000000004,0.317,0.95,Outfield,0
1103,ROY_SMALLEY.JR.,13,1653,5657,745,1454,244,25,163,694,771,908.0,0.257,0.348,0.395,0.966,Shortstop,0
1104,ROY_SMALLEY.SR.,11,872,2644,277,601,103,33,61,305,257,541.0,0.22699999999999998,0.3,0.36,0.9470000000000001,Shortstop,0
1105,AL_SMITH,12,1517,5357,843,1458,258,46,164,676,674,768.0,0.272,0.36,0.429,0.961,Outfield,0
1106,REGGIE_SMITH,17,1987,7033,1123,2020,363,57,314,1092,890,1030.0,0.287,0.37,0.489,0.976,Outfield,0
1107,POP_SMITH,12,1093,4176,633,935,141,87,24,264,313,345.0,0.22399999999999998,0.28800000000000003,0.317,0.904,Second_base,0
1108,CHARLEY_SMITH,10,771,2484,228,594,83,18,69,281,130,565.0,0.239,0.281,0.37,0.945,Third_base,0
1109,EARL_SMITH,12,860,2264,225,686,115,19,46,355,247,106.0,0.303,0.374,0.43200000000000005,0.9520000000000001,Catcher,0
1110,ELMER_SMITH,14,1235,4688,913,1455,196,136,37,638,636,139.0,0.31,0.397,0.434,0.9209999999999999,Outfield,0
1111,ELMER_SMITH,10,1012,3195,469,881,181,62,70,541,319,359.0,0.276,0.344,0.43700000000000006,0.9570000000000001,Outfield,0
1112,GERMANY_SMITH,15,1710,6552,907,1592,251,94,47,618,408,288.0,0.243,0.289,0.332,0.902,Shortstop,0
1113,HAL_SMITH,10,879,2682,269,715,148,10,58,323,196,361.0,0.267,0.32,0.39399999999999996,0.9890000000000001,Catcher,0
1115,JACK_SMITH,15,1406,4532,783,1301,182,71,40,382,334,348.0,0.287,0.33899999999999997,0.385,0.961,Outfield,0
1116,DUKE_SNIDER,18,2143,7161,1259,2116,358,85,407,1333,971,1237.0,0.295,0.381,0.54,0.985,Outfield,1
1117,POP_SNYDER,15,797,3122,355,737,110,39,7,142,75,118.0,0.23600000000000002,0.256,0.303,0.904,Catcher,0
1120,JOE_SOMMER,10,920,3675,617,911,109,42,11,77,238,53.0,0.248,0.297,0.309,0.9009999999999999,Outfield,0
1121,BILLY_SOUTHWORTH,13,1192,4359,661,1296,173,91,52,561,402,148.0,0.297,0.359,0.415,0.965,Outfield,0
1123,TRIS_SPEAKER,22,2789,10195,1882,3514,792,222,117,1529,1381,220.0,0.345,0.428,0.5,0.97,Outfield,1
1126,JIM_SPENCER,15,1553,4908,541,1227,179,27,146,599,407,582.0,0.25,0.31,0.387,0.995,First_base,0
1127,ROY_SPENCER,12,636,1814,177,448,57,13,3,203,128,130.0,0.247,0.301,0.298,0.9840000000000001,Catcher,0
1130,CHICK_STAHL,10,1304,5069,858,1546,219,118,36,622,470,,0.305,0.369,0.41600000000000004,0.961,Outfield,0
1131,LARRY_STAHL,10,730,1721,167,400,58,19,36,163,142,357.0,0.23199999999999998,0.293,0.35100000000000003,0.983,Outfield,0
1132,TUCK_STAINBACK,13,817,2261,284,585,90,14,17,204,64,213.0,0.259,0.284,0.33299999999999996,0.965,Outfield,0
1134,EDDIE_STANKY,11,1259,4301,811,1154,185,35,29,364,996,374.0,0.268,0.41,0.348,0.975,Second_base,0
1135,FRED_STANLEY,14,816,1650,197,356,38,5,10,120,196,243.0,0.21600000000000003,0.302,0.263,0.971,Shortstop,0
1137,WILLIE_STARGELL,21,2360,7927,1195,2232,423,55,475,1540,937,1936.0,0.282,0.363,0.529,0.961,Outfield,1
1138,JOE_START,11,798,3433,590,1031,107,55,7,357,150,109.0,0.3,0.33,0.37,0.968,First_base,0
1139,RUSTY_STAUB,23,2951,9720,1189,2716,499,47,292,1466,1255,888.0,0.27899999999999997,0.366,0.431,0.9690000000000001,Outfield,0
1141,BILL_STEIN,14,959,2811,268,751,122,18,44,311,186,413.0,0.267,0.316,0.37,0.95,Third_base,0
1142,HARRY_STEINFELDT,14,1646,5896,758,1576,284,90,27,762,471,32.0,0.267,0.32899999999999996,0.36,0.9259999999999999,Third_base,0
1143,CASEY_STENGEL,14,1277,4288,575,1219,182,89,60,535,437,453.0,0.284,0.35600000000000004,0.41,0.9640000000000001,Outfield,0
1144,RENNIE_STENNETT,11,1237,4521,500,1239,177,41,41,432,207,348.0,0.27399999999999997,0.308,0.359,0.978,Second_base,0
1145,GENE_STEPHENS,12,964,1913,283,460,78,15,37,207,233,322.0,0.24,0.327,0.355,0.973,Outfield,0
1146,VERN_STEPHENS,15,1720,6497,1001,1859,307,42,247,1174,692,685.0,0.28600000000000003,0.355,0.46,0.96,Shortstop,0
1148,JOHN_STEPHENSON,10,451,989,83,214,37,3,12,93,63,118.0,0.21600000000000003,0.272,0.29600000000000004,0.986,Catcher,0
1149,JIMMY_STEWART,10,777,1420,164,336,45,14,8,112,139,218.0,0.237,0.308,0.305,0.9690000000000001,Outfield,0
1150,BOB_STINSON,12,652,1634,166,408,61,7,33,180,201,254.0,0.25,0.34,0.35600000000000004,0.9840000000000001,Catcher,0
1151,SNUFFY_STIRNWEISS,10,1028,3695,604,989,157,68,29,281,541,447.0,0.268,0.36200000000000004,0.371,0.98,Second_base,0
1152,MILT_STOCK,14,1628,6249,839,1806,270,58,22,696,455,321.0,0.289,0.33899999999999997,0.361,0.945,Third_base,0
1154,GEORGE_STOVALL,12,1414,5222,547,1382,231,56,15,564,172,94.0,0.265,0.292,0.33899999999999997,0.986,First_base,0
1155,HARRY_STOVEY,14,1486,6138,1492,1769,347,174,122,549,661,343.0,0.28800000000000003,0.36,0.461,0.8959999999999999,Outfield,0
1156,SAMMY_STRANG,10,903,2933,479,790,112,28,16,253,464,6.0,0.26899999999999996,0.376,0.34299999999999997,0.8909999999999999,Third_base,0
1157,CUB_STRICKER,11,1196,4635,790,1107,128,47,12,259,414,105.0,0.239,0.306,0.294,0.907,Second_base,0
1158,GEORGE_STRICKLAND,10,971,2824,305,633,84,27,36,284,361,453.0,0.22399999999999998,0.314,0.311,0.963,Shortstop,0
1159,JOE_STRIPP,11,1146,4211,575,1238,219,43,24,464,280,226.0,0.294,0.34,0.384,0.961,Third_base,0
1161,DICK_STUART,10,1112,3997,506,1055,157,30,228,743,301,957.0,0.264,0.319,0.489,0.982,First_base,0
1162,PETE_SUDER,13,1421,5085,469,1268,210,44,49,541,288,456.0,0.249,0.29100000000000004,0.337,0.982,Second_base,0
1163,JOE_SUGDEN,13,835,2726,303,696,72,25,3,283,220,34.0,0.255,0.318,0.303,0.9570000000000001,Catcher,0
1164,GUS_SUHR,11,1435,5176,714,1446,288,114,84,818,718,433.0,0.27899999999999997,0.368,0.428,0.992,First_base,0
1166,BILLY_SULLIVAN.JR.,12,962,2840,347,820,152,32,29,388,240,119.0,0.289,0.34600000000000003,0.395,0.972,Catcher,0
1167,BILLY_SULLIVAN.SR.,16,1147,3647,363,777,119,33,21,378,170,0.0,0.213,0.254,0.281,0.976,Catcher,0
1169,CHAMP_SUMMERS,11,698,1371,199,350,63,4,54,218,188,244.0,0.255,0.353,0.425,0.9590000000000001,Outfield,0
1170,JIM_SUNDBERG,16,1962,6021,621,1493,243,36,95,624,699,963.0,0.248,0.32799999999999996,0.348,0.993,Catcher,0
1172,EZRA_SUTTON,13,1031,4281,739,1231,190,73,21,518,164,174.0,0.28800000000000003,0.315,0.381,0.871,Third_base,0
1174,PAT_TABLER,12,1202,3911,454,1101,190,25,47,512,375,559.0,0.282,0.348,0.379,0.988,First_base,0
1175,LEE_TANNEHILL,10,1090,3778,331,833,135,27,3,346,229,,0.22,0.26899999999999996,0.273,0.938,Third_base,0
1176,BENNIE_TATE,10,566,1560,144,435,68,16,4,173,118,51.0,0.27899999999999997,0.33,0.35100000000000003,0.9740000000000001,Catcher,0
1177,FRANK_TAVERAS,11,1150,4043,503,1029,144,44,2,214,249,474.0,0.255,0.302,0.313,0.953,Shortstop,0
1178,TONY_TAYLOR,19,2195,7680,1005,2007,298,86,75,598,613,1083.0,0.261,0.322,0.35200000000000004,0.976,Second_base,0
1179,ZACK_TAYLOR,16,918,2865,258,748,113,28,9,311,161,192.0,0.261,0.304,0.32899999999999996,0.977,Catcher,0
1181,BIRDIE_TEBBETTS,14,1162,3704,357,1000,169,22,38,469,389,261.0,0.27,0.341,0.358,0.978,Catcher,0
1182,PATSY_TEBEAU,13,1167,4618,671,1291,196,57,27,735,319,198.0,0.28,0.332,0.364,0.9840000000000001,First_base,0
1184,GARRY_TEMPLETON,16,2079,7721,893,2096,329,106,70,728,375,1092.0,0.271,0.306,0.369,0.961,Shortstop,0
1186,FRED_TENNEY,17,1994,7595,1278,2231,270,77,22,688,874,43.0,0.294,0.371,0.358,0.983,First_base,0
1188,TOMMY_THEVENOW,15,1229,4164,380,1030,124,32,2,456,210,222.0,0.247,0.285,0.294,0.95,Shortstop,0
1189,PINCH_THOMAS,10,481,1035,88,245,27,8,2,102,118,82.0,0.237,0.318,0.284,0.973,Catcher,0
1190,DERREL_THOMAS,15,1597,4677,585,1163,154,54,43,370,456,593.0,0.249,0.319,0.332,0.97,Second_base,0
1191,FRANK_THOMAS,16,1766,6285,792,1671,262,31,286,962,484,894.0,0.266,0.32299999999999995,0.45399999999999996,0.978,Outfield,0
1193,IRA_THOMAS,10,484,1352,124,327,46,17,3,155,82,8.0,0.242,0.295,0.308,0.97,Catcher,0
1194,GORMAN_THOMAS,13,1435,4677,681,1051,212,13,268,782,697,1339.0,0.225,0.32799999999999996,0.44799999999999995,0.9840000000000001,Outfield,0
1195,ROY_THOMAS,13,1470,5296,1011,1537,100,53,7,299,1042,11.0,0.29,0.413,0.33299999999999996,0.972,Outfield,0
1197,SAM_THOMPSON,15,1407,5984,1256,1979,340,160,127,1299,450,226.0,0.331,0.384,0.505,0.935,Outfield,2
1198,BOBBY_THOMSON,15,1779,6305,903,1705,267,74,264,1026,559,804.0,0.27,0.33299999999999996,0.462,0.98,Outfield,0
1199,ANDY_THORNTON,14,1565,5291,792,1342,244,22,253,895,876,851.0,0.254,0.364,0.452,0.992,Designated_hitter,0
1200,MIKE_TIERNAN,13,1476,5906,1313,1834,256,162,106,851,747,318.0,0.311,0.392,0.46299999999999997,0.924,Outfield,0
1201,JOE_TINKER,15,1804,6434,774,1687,263,114,31,782,416,149.0,0.262,0.308,0.353,0.938,Shortstop,2
1202,JOHN_TITUS,11,1402,4960,738,1401,253,72,38,561,620,116.0,0.282,0.37200000000000005,0.385,0.9590000000000001,Outfield,0
1203,JACK_TOBIN,13,1619,6174,936,1906,294,99,64,581,508,267.0,0.309,0.364,0.42,0.9570000000000001,Outfield,0
1205,BOBBY_TOLAN,13,1282,4238,572,1121,173,34,86,497,258,587.0,0.265,0.317,0.382,0.976,Outfield,0
1208,EARL_TORGESON,15,1668,4969,848,1318,215,46,149,740,980,653.0,0.265,0.387,0.41700000000000004,0.9890000000000001,First_base,0
1209,JOE_TORRE,18,2209,7874,996,2342,344,59,252,1185,779,1094.0,0.297,0.36700000000000005,0.452,0.99,Catcher,0
1210,CESAR_TOVAR,12,1488,5569,834,1546,253,55,46,435,413,410.0,0.278,0.337,0.368,0.98,Outfield,0
1211,CECIL_TRAVIS,12,1328,4914,665,1544,265,78,27,657,402,291.0,0.314,0.37,0.41600000000000004,0.955,Shortstop,0
1212,PIE_TRAYNOR,17,1941,7559,1183,2416,371,164,58,1273,472,278.0,0.32,0.36200000000000004,0.435,0.9470000000000001,Third_base,1
1213,MIKE_TRESH,12,1027,3169,326,788,75,14,2,297,402,263.0,0.249,0.335,0.28300000000000003,0.983,Catcher,0
1214,ALEX_TREVINO,13,939,2430,245,604,117,10,23,244,205,317.0,0.249,0.312,0.33299999999999996,0.9790000000000001,Catcher,0
1216,MANNY_TRILLO,17,1780,5950,598,1562,239,33,61,571,452,742.0,0.263,0.318,0.345,0.981,Second_base,0
1218,TOMMY_TUCKER,13,1687,6479,1084,1882,240,85,42,848,479,223.0,0.29,0.364,0.373,0.978,First_base,0
1219,JERRY_TURNER,10,733,1742,222,448,73,9,45,238,159,245.0,0.257,0.322,0.387,0.9590000000000001,Outfield,0
1220,TERRY_TURNER,17,1659,5921,699,1499,207,77,8,528,435,156.0,0.253,0.308,0.318,0.9520000000000001,Shortstop,0
1221,BILL_TUTTLE,11,1270,4268,578,1105,149,47,67,443,480,416.0,0.259,0.336,0.363,0.983,Outfield,0
1224,WILLIE_UPSHAW,10,1264,4203,596,1103,199,45,123,528,452,642.0,0.262,0.337,0.419,0.99,First_base,0
1225,MIKE_VAIL,10,665,1604,146,447,71,11,34,219,81,317.0,0.27899999999999997,0.315,0.4,0.968,Outfield,0
1227,BOBBY_VALENTINE,10,639,1698,176,441,59,9,12,157,140,134.0,0.26,0.319,0.326,0.9570000000000001,Shortstop,0
1228,ELMER_VALO,20,1806,5029,768,1420,228,73,58,601,942,284.0,0.282,0.39899999999999997,0.391,0.977,Outfield,0
1229,GEORGE_VanHALTREN,17,1984,8021,1639,2532,285,161,69,1014,868,305.0,0.316,0.385,0.41700000000000004,0.915,Outfield,0
1230,ARKY_VAUGHAN,14,1817,6622,1173,2103,356,128,96,926,937,276.0,0.318,0.406,0.45299999999999996,0.951,Shortstop,2
1231,FARMER_VAUGHN,13,915,3454,474,946,147,53,21,525,151,128.0,0.27399999999999997,0.307,0.365,0.9259999999999999,Catcher,0
1232,BOBBY_VEACH,14,1821,6656,953,2063,393,147,64,1166,571,367.0,0.31,0.37,0.442,0.9640000000000001,Outfield,0
1233,OTTO_VELEZ,11,637,1802,244,452,87,11,78,272,336,414.0,0.251,0.37200000000000005,0.441,0.973,Outfield,0
1235,MICKEY_VERNON,20,2409,8731,1196,2495,490,120,172,1311,955,869.0,0.28600000000000003,0.359,0.428,0.99,First_base,0
1236,ZOILO_VERSALLES,12,1400,5141,650,1246,230,63,95,471,318,810.0,0.242,0.292,0.36700000000000005,0.956,Shortstop,0
1238,BILL_VIRDON,12,1583,5980,735,1596,237,81,91,502,442,647.0,0.267,0.318,0.379,0.982,Outfield,0
1239,OZZIE_VIRGIL.JR.,11,739,2258,258,549,84,6,98,307,248,453.0,0.243,0.326,0.41600000000000004,0.987,Catcher,0
1241,CLYDE_VOLLMER,10,685,2021,283,508,77,10,69,339,243,328.0,0.251,0.335,0.402,0.9840000000000001,Outfield,0
1242,JOE_VOSMIK,13,1414,5472,818,1682,335,92,65,874,514,272.0,0.307,0.369,0.43799999999999994,0.9790000000000001,Outfield,0
1245,HAL_WAGNER,12,672,1849,179,458,90,12,15,228,253,152.0,0.248,0.34299999999999997,0.33399999999999996,0.981,Catcher,0
1246,HONUS_WAGNER,21,2792,10430,1736,3415,640,252,101,1732,963,327.0,0.327,0.39,0.466,0.94,Shortstop,1
1247,LEON_WAGNER,12,1352,4426,636,1202,150,15,211,669,435,656.0,0.272,0.34299999999999997,0.455,0.9640000000000001,Outfield,0
1248,EDDIE_WAITKUS,11,1140,4254,528,1214,215,44,24,373,372,204.0,0.285,0.344,0.374,0.993,First_base,0
1249,RUBE_WALKER,11,608,1585,114,360,69,3,35,192,150,213.0,0.22699999999999998,0.29600000000000004,0.341,0.982,Catcher,0
1250,TILLY_WALKER,13,1421,5067,696,1423,244,71,118,679,416,501.0,0.281,0.33899999999999997,0.42700000000000005,0.9490000000000001,Outfield,0
1251,CHICO_WALKER,10,411,1004,132,251,30,6,12,97,95,183.0,0.25,0.315,0.32799999999999996,0.97,Outfield,0
1252,DIXIE_WALKER,18,1905,6740,1037,2064,376,96,105,1023,817,325.0,0.306,0.38299999999999995,0.43700000000000006,0.9059999999999999,Outfield,0
1254,HARRY_WALKER,11,807,2651,385,786,126,37,10,214,245,175.0,0.29600000000000004,0.358,0.38299999999999995,0.968,Outfield,0
1255,CURT_WALKER,12,1359,4858,718,1475,235,117,64,688,535,254.0,0.304,0.374,0.44,0.963,Outfield,0
1256,BOBBY_WALLACE,25,2383,8618,1057,2309,391,143,34,1121,774,79.0,0.268,0.331,0.358,0.938,Shortstop,2
1257,DENNY_WALLING,18,1271,2945,372,799,142,30,49,380,308,316.0,0.271,0.341,0.39,0.9470000000000001,Third_base,0
1258,LEE_WALLS,10,902,2558,331,670,88,31,66,284,245,470.0,0.262,0.33,0.39799999999999996,0.977,Outfield,0
1263,AARON_WARD,12,1059,3611,457,966,158,54,50,446,339,457.0,0.268,0.335,0.38299999999999995,0.97,Second_base,0
1265,JOHN_WARD,17,1825,7647,1408,2105,231,96,26,867,420,326.0,0.275,0.314,0.341,0.885,Shortstop,2
1266,JOHN_WARNER,14,1073,3494,348,870,81,35,6,303,181,33.0,0.249,0.301,0.297,0.966,Catcher,0
1268,JIMMY_WASDELL,11,888,2866,339,782,109,34,29,341,243,165.0,0.273,0.332,0.365,0.966,Outfield,0
1269,CLAUDEL_WASHINGTON,17,1912,6787,926,1884,334,69,164,824,468,1266.0,0.278,0.32799999999999996,0.42,0.973,Outfield,0
1270,RON_WASHINGTON,10,564,1586,190,414,65,22,20,146,65,266.0,0.261,0.294,0.368,0.958,Shortstop,0
